"Data Broker Name","Email Address","Website URL","Physical Address","How a consumer may opt out of sale or submit requests under the CCPA","How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1)","Additional information about data collecting practices","Date Added"
"NetWise","privacy [at] netwisedata.com","https://www.netwisedata.com","350 Camino Gardnes Blvd, Suite 202, Boca Raton, FL 33432, United States","https://www.netwisedata.com/consumer-privacy","https://www.netwisedata.com/consumer-privacy","https://www.netwisedata.com/privacy","06/16/2020"
"LeadIQ, Inc","privacy [at] leadiq.com","https://leadiq.com/","548 Market St, PMB 20317, San Francisco, CA 94104-5401, United States","Consumers can opt out of sale or submit requests by visiting https://privacy.leadiq.com/ and completing the online form, or contacting LeadIQ at support@leadiq.com","Consumers can request deletion by visiting https://privacy.leadiq.com/ and completing the online form, or contacting LeadIQ at support@leadiq.com","Please see LeadIQ's Privacy Policy online at https://leadiq.com/privacy-policy for more information on data collecting practices.","07/06/2020"
"PulsePoint, Inc.","privacy [at] pulsepoint.com","http://pulsepoint.com","360 Madison Ave., 14th Floor, New York, NY 10017, United States","The Opt-Out tools can be found through the main page of our website, and requests can be submitted to privacy@pulsepoint.com.","Individuals can email privacy@pulsepoint.com for deletion requests.","PulsePoint primarily uses data from third parties and contractually requires those parties to comply with the law in their data collection practices.","07/17/2020"
"Rich Media LLC","jeff [at] richmediallc.com","http://www.richmediallc.com","10191 sweet bay court, Parkland, FL 33076, United States","via email or telephone","via email or telephone","","06/22/2020"
"33 Mile Radius LLC","legal [at] evercommerce.com","http://33mileradius.com","6133 Rockside Rd., Suite 400, Independence, OH 44131, United States","Please contact us in writing by mail at the physical address provided or email at privacy@33mileradius.com. For more information, please review privacy policies made available on our websites. ","Please contact us in writing by mail at the physical address provided or email at privacy@33mileradius.com. For more information, please review privacy policies made available on our websites. ","For more information, please review privacy policies made available on our websites. ","07/01/2020"
"Keyword Connects LLC","legal [at] evercommerce.com","http://www.keywordconnects.com","6133 Rockside Rd., Suite 400, Independence, OH 44131, United States","Please contact us in writing by mail at the physical address provided or email at privacy@keywordconnects.com. For more information, please review privacy policies made available on our websites., ","Please contact us in writing by mail at the physical address provided or email at privacy@keywordconnects.com. For more information, please review privacy policies made available on our websites., ","For more information, please review privacy policies made available on our websites., ","07/01/2020"
"Azar LLC d/b/a Remodeling.com","legal [at] evercommerce.com","http://remodeling.com","57 W. 57th Street, 4th Floor, New York, NY 10019, United States","Please contact us in writing by mail at the physical address provided or email at privacy@remodeling.com. For more information, please review privacy policies made available on our websites.","Please contact us in writing by mail at the physical address provided or email at privacy@remodeling.com. For more information, please review privacy policies made available on our websites.","For more information, please review privacy policies made available on our websites.","07/01/2020"
"True Influence LLC","privacy [at] trueinfluence.com","http://www.trueinfluence.com","8000 Towers Crescent Drive, 13th Floor, Vienna, VA 22185, United States","* They can go to our ""Do Not Sell My Data"" form https://trueinfluence.com/do-not-sell-my-data/, * They can send an Opt-Out request to privacy@trueinfluence.com , ","* They can use our ""Do Not Sell My Data"" form https://trueinfluence.com/do-not-sell-my-data/ to demand deletion of their information, * They can send a ""deletion"" request to privacy@trueinfluence.com","https://trueinfluence.com/california-privacy-policy/ , https://trueinfluence.com/privacy-policy/, https://trueinfluence.com/cookie-policy/, ","07/13/2020"
"Datonics, LLC","privacy [at] datonics.com","http://www.datonics.com","37-18 Northern Boulevard, Suite 404, Long Island City, NY 11101, United States","To opt out of the sale of personal information or submit other CCPA requests, consumers may visit https://www.datonics.com/do-not-sell-my-info or https://www.datonics.com/technology-privacy-policy.","To request deletion of personal information, please visit the “What other rights do I have to my personal information?” section of our privacy policy at https://www.datonics.com/technology-privacy-policy or email privacy@datonics.com.","","06/30/2020"
"SMA Communications, LLC.","steven [at] smacomm.com","http://www.smacomm.com","6853 SW 18th Street, Suite M200, Boca Raton, FL 33433, United States","A consumer can opt out via US Mail or via an opt out link.","A protected individual can demand deletion via an opt out link or via the US Mail","","06/30/2020"
"Wunderkind Corporation","privacy [at] bouncex.com","https://www.bouncex.com/","285 Fulton St, 74th Floor, New York, NY 10007, United States","Information about how California consumers can opt out of the sale of their personal information or submit requests can be found here: https://www.bouncex.com/privacy/data-request-instructions/","Information about how a protected individual can demand deletion of information posted online can be found here: https://www.bouncex.com/privacy/data-request-instructions/","Additional information about BounceX's data collection practices can be found in BounceX's privacy policy: https://www.bouncex.com/privacy/","07/08/2020"
"Deep Root Analytics, LLC","info [at] deeprootanalytics.com","https://www.deeprootanalytics.com","3100 Clarendon Boulevard, Suite 900, Arlington, VA 22201, United States","Consumers may opt out of the sale of their personal information by providing their full name, physical address, and telephone number either by email at ccpa.optout@deeprootanalytics.com or by calling our dedicated toll-free number at 1-800-285-5485., , Consumers may submit requests for information under the CCPA by providing their full name, physical address, and telephone number either by email at ccpa.information@deeprootanalytics.com or by calling our dedicated toll-free number 1-800-285-5485.","We do not post or publicly display personal information of consumers., , Deletion requests can be submitted to ccpa.information@deeprootanalytics.com or by calling our dedicated toll-free number 1-800-285-5485","Individuals can obtain more information regarding our data collecting practices on our website:, https://www.deeprootanalytics.com/privacy/, https://www.deeprootanalytics.com/ccpa/","07/06/2020"
"Censia","tgotowka [at] censia.com","http://censia.com","450 Geary Street, Suite 501, San Francisco, CA 94102, United States","LInk on Corporate website","Link through the corporate web site","","07/13/2020"
"EL TORO.COM, LLC","privacy [at] eltoro.com","http://www.eltoro.com","124 N. 1st Street, Louisville, KY 40202, United States","El Toro's privacy policy can be found at https://www.eltoro.com/privacy-policy/.  In addition, El Toro's Privacy Rights Addendum for California Consumers can be found at https://www.eltoro.com/privacy-policy-ca-addendum/.  , , To opt-out, consumers should complete the form at https://www.eltoro.com/do-not-sell-my-personal-information/.  Consumer may also call 855-935-8676 or send an email to privacy@eltoro.com.","Consumers should complete the form at https://www.eltoro.com/ca-resident-access-deletion-form/.  Consumers may also call 855-935-8676 or send an email to privacy@eltoro.com.","","07/08/2020"
"Fushia Media LLC","support [at] fushiamedia.com","http://www.fushiamedia.com","1465 Braman Avenue, Fort Myers, FL 33901, United States","As a CA resident, you have the right to request that Fushia Media, LLC disclose the categories and specific pieces of personal information that we have collected about you.  To request this information, email the following:, , Support@fushiamedia.com, , Alternatively, you may call 239-939-7823, , You have the right to request that FM delete any personal information about you that FM has collected.  To request this information email the following:, , Support@fushiamedia.com, , Alternatively, you may call 239-939-7823., , You have the right, at any time, to direct FM not to sell your personal information.  To request this information, email the following:, , Support@fushiamedia.com, , Alternatively, you may call 239-939-7823., ","You have the right, at any time, to direct FM not to sell your personal information.  To request this information, email the following:, , Support@fushiamedia.com, , Alternatively, you may call 239-939-7823., ","FM collects the following categories of information about consumers:, , •	Categories of personal information described in Cal. Civ. Code § 1798.80(e)—such as address., •	Other information about you that is linked to personal information above, such as information on individuals who are moving. , , FM collects personal information from different publically available sources.  In the past twelve (12) months, FM has collected personal information about consumers from the following categories of sources:, , •	Surveys from Consumers/Self-Reported Data , •	Data Compiling Companies, •	Public or Government Entities, •	Telecommunications Companies, ","07/08/2020"
"Tiplinks Inc","support [at] fetcher.ai","https://fetcher.ai","335 Madison Avenue, Suite 6F-2, New York, NY 10025, United States","California Civil Code Sections 1798.83-1798.84 give California residents the right to request a notice defining the types of personal information we collect, share with our customers for marketing purposes, and the contact information for these customers. California residents may request this information by writing support@fetcher.ai. Moreover, California residents can exercise their right to opt-out by visiting https://www.fetcher.ai/opt-out - we aim to process such requests and get back to you within 14 days.","Tiplinks Inc DBA Fetcher acknowledges that individuals have a right to access, correct, amend and delete their Personal Information. Because Tiplinks Inc DBA Fetcher is the data processor of the Personal Information and collects Personal Information under the instructions of its Customers, Tiplinks Inc DBA Fetcher shall follow its Customers’ instructions. Therefore, Tiplinks Inc DBA Fetcher encourages individuals to contact these Customers. This can be done by replying to the last email that was sent via the Tiplinks Inc DBA Fetcher system., To remove your information, , To request to remove personal information email us at support@fetcher.ai (optionally include subject line Deletion Request). We will respond to you, and work to enact this request, within 30 days.","","07/13/2020"
"JMR Media Consulting, Inc.","privacy [at] jmr-media.com","http://www.jmr-media.com","8212 NW 120th Way, Parkland, FL 33076, United States","By phone or email provided on our website.","By phone or email provided on our website.","","06/30/2020"
"MediaSoft, LLC","info [at] mediasoftstudio.com","http://www.mediasoftstudio.com","3000 Whitney Ave, Suite 347, Hamden, CT 06518, United States","California consumers may opt out of any of MediaSoft, LLC or it's DBA's which run Promotional Newsletters at any time by clicking the UNSUBSCRIBE link at, the bottom of the newsletters., , MediaSoft DBAs currently include:, InstaTraffic, Sky Mountain Digital Group, NEIMG, High Sierra Marketing, , Alternatively, you may write us at:, , MediaSoft, LLC, 3000 Whitney Ave, Suite 347, Hamden, CT. 06518, , Newsletter Removal or CCPA Information Requests can also be emailed, to us at:, info@mediasoftstudio.com, ","California consumers may request that MediaSoft delete any personal information that we hold about you by contacting us directly via website, email or postal., , Website: , www.mediasoftstudio.com, , Email:, info@mediasoftstudio.com, , Postal:, MediaSoft, LLC, 3000 Whitney Ave, Suite 347, Hamden, CT. 06518, ","MediaSoft, LLC provides consumers with newsletter content and advertisements across dozens of global digital properties. In order to do so, MediaSoft maintains pseudonymous data about consumers, which essentially means that we do not utilize any consumer’s identity as we do not process names, phone numbers, addresses, ages, zip codes, or other similar data. , , Instead, we only process digital identifiers such as email addresses and IP addresses, and mobile advertising may track IDs from the consumer's device.,  , An in-depth overview of MediaSoft's data collection practices can be found at, http://www.mediasoftstudio.com/privacy.html, ","07/01/2020"
"Equifax Information Services LLC","usprivacy [at] equifax.com","https://www.equifax.com/personal/","1550 Peachtree Street, N.W., Atlanta, GA 30309, United States","Through a link on our website","We do not post personal information online so this is not applicable.","Please visit https://www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.","07/30/2020"
"DataX, Ltd.","usprivacy [at] equifax.com","http://consumers.dataxltd.com/","7582 Las Vegas Boulevard South, Suite 693, Las Vegas, NV 89123, United States","Through a link at https://www.equifax.com/personal/, , ","We do not post personal information online so this is not applicable.","Please visit https://www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.","07/30/2020"
"Dresdendirect","phil [at] dresdendirect.com","http://DresdenDirect.com","109 St. Edward Place, Palm Beach Gardens, FL 33418, United States","email","email or call 561 236 4449","Mainly a consultant","07/03/2020"
"TALX Corporation","usprivacy [at] equifax.com","https://www.theworknumber.com/","11432 Lackland Road, Suite 337, St. Louis, MO 63146, United States","Through a link at https://www.equifax.com/personal/, , ","We do not post personal information online so this is not applicable.","Please visit https://www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.","07/30/2020"
"JDM List Services, LLC","chrissy [at] jdmlistservices.com","http://www.jdmlistservices.com","320 S. Harrison Street, Suite  16-J, EAST ORANGE, NJ 07018, United States","Through Email and Telephone","Through Email and Telephone","","07/08/2020"
"Qualfon","consumerprivacy [at] qualfon.com","http://www.qualfon.com","13700 Oakland Ave., Highland Park, MI 48203, United States","By selecting a hyperlink in our Privacy Policy,calling the dedicated phone line, sending an email or writing a letter. All contact information on where to direct requests is provided in the Privacy Policy. ","By selecting a hyperlink in our Privacy Policy,calling the dedicated phone line, sending an email or writing a letter. All contact information on where to direct requests is provided in the Privacy Policy. ","","07/14/2020"
"Demyst Data, Ltd","privacy [at] demystdata.com","https://demyst.com/","PO Box 2035, New York, NY 10159, United States","There is a link on the website where they can fill out a form to opt out of sale or submit a request.  Or the person can use the designated email (privacy@demystdata.com) to contact Demyst and make a request. ","They can utilize the link on the Demyst home page and fill out the form or email Demyst at the designated email address (privacy@demystdata.com) and make the request. ","","07/13/2020"
"Brooks Integrated Marketing, LLC","Privacy [at] BrooksIM.com","https://www.brooksim.com/","3333 Renaissance Blvd.#224, Bonita Springs, FL 34134, United States","You may request to exercise your rights by: phone (800-531-2601x998) or email Privacy@BrooksIM.com provided on our website (https://www.brooksim.com/privacy-form), Please provide sufficient information that allows us to reasonably verify you are the person about whom we collected personal information about.  Describe your request with sufficient detail that allows us to properly understand, evaluate, and respond to it., As required by law, we may take steps to verify your identity before granting you access to your information or completing your request to exercise your rights. We will respond to your request within 45 days of your request submission view email response or written format via mail. We do not charge a fee for processing your request to exercise your rights., ","You may request to exercise your rights by: phone (800-531-2601x998) or email Privacy@BrooksIM.com provided on our website (https://www.brooksim.com/privacy-form), Please provide sufficient information that allows us to reasonably verify you are the person about whom we collected personal information about.  Describe your request with sufficient detail that allows us to properly understand, evaluate, and respond to it., As required by law, we may take steps to verify your identity before granting you access to your information or completing your request to exercise your rights. We will respond to your request within 45 days of your request submission view email response or written format via mail. We do not charge a fee for processing your request to exercise your rights., ","BrooksIM does not collect information directly from consumers. We are a business-to-business software and marketing service provider. When we use third party data we adhere to the terms and conditions defined by those parties.","07/08/2020"
"PeoplefindersDaaS","privacy [at] peoplefindersdaas.com","http://www.peoplefindersdaas.com/","1915 21st Street, Sacramento, CA 95819, United States","Email, Form, Phone - will require additional information to confirm identity.","Email, Form, Phone - will require additional information to confirm identity.","Data collection is based on licensing agreements for third party data to power B2B marketing solutions. PeoplefindersDaaS does not maintain direct relationships with consumers. PeoplefindersDaaS will honor all optout requests, from persons in California and elsewhere.","07/13/2020"
"listsOnline","privacyofficer [at] listsonline.com","http://www.listsonline.com","1942 Broadway, Suite 314, Boulder, CO 80304, United States","A consumer may opt out of sale or submit requests under the CCPA by emailing privacyofficer@listsonline.com or calling listsOnline at (800) 734-2275. More information is available by clicking on the “Do Not Sell My Personal Info” link at the bottom of the home page at www.listsOnline.com. ","listsOnline does not publicly display or permit the display of any consumer information. A protected individual can demand deletion of information by emailing privacyofficer@listsonline.com or calling listsOnline at (800) 734-2275. More information is available by clicking on the “Do Not Sell My Personal Info” link at the bottom of the home page at www.listsOnline.com. ","Additional information is available by clicking on the “Do Not Sell My Personal Info” link at the bottom of the home page at www.listsOnline.com. ","07/08/2020"
"Monocl","privacy [at] monocl.com","http://www.monocl.com","222 Third St #3130, Cambridge, MA 02142, Cambridge, MA 02142, United States","An Expert (medical, scientific, and healthcare professionals and academics) may opt out of sale by clicking on the ""Do Not Sell My Info"" link on our web page and filling out the form., , To exercise the access and data portability rights please review our Privacy Policy (https://www.monocl.com/privacy/privacy-policy/) and/or our Expert Privacy Policy (https://www.monocl.com/privacy/expert-privacy-policy/) and submit a verifiable consumer request to us by following the applicable link and filling in the request form, calling us at 888-211-9007, or emailing us at privacy@monocl.com","To exercise deletion rights please review our Privacy Policy (https://www.monocl.com/privacy/privacy-policy/) and/or our Expert Privacy Policy (https://www.monocl.com/privacy/expert-privacy-policy/) and submit a verifiable consumer request to us by following the applicable link and filling in the request form, calling us at 888-211-9007, or emailing us at privacy@monocl.com","Additional information about our data collecting practices may be found on our privacy pages: General Privacy Policy (https://www.monocl.com/privacy/privacy-policy/) and Expert Privacy Policy (https://www.monocl.com/privacy/expert-privacy-policy/)","07/08/2020"
"Semcasting, Inc.","privacychoice [at] semcasting.com","http://www.semcasting.com","41 High Street, North Andover, MA 01845, United States","Semcasting respects your control over your information and, upon request, we will confirm whether we hold or are processing information that we have collected from you. You also have the right to amend or update inaccurate or incomplete personal information, request deletion of your personal information, or request that we no longer use it. Under certain circumstances we will not be able to fulfill your request, such as if it interferes with our regulatory obligations, affects legal matters, we cannot verify your identity, or it involves disproportionate cost or effort, but in any event, we will respond to your request within a reasonable timeframe and provide you an explanation. In order to make such a request of us, please contact us at:, Semcasting, Inc., 41 High Street, North Andover, MA 01845, privacychoice@semcasting.com, Phone Number: 978-684-7580, Toll Free Phone Number (U.S. Only): 888-401-0387, If you have an unresolved privacy or data use concern that we have not addressed satisfactorily, please also contact our U.S.-based third-party dispute resolution provider (free of charge) at https://feedback-form.truste.com/watchdog/request., ","See Semcasting's Privacy Policy at https://www.semcasting.com/privacy-policy/","See Semcasting's Privacy Policy at https://www.semcasting.com/privacy-policy/","07/22/2020"
"Fyllo","privacy [at] hellofyllo.com","http://www.hellofyllo.com","845 W. Washington Boulevard, 3rd floor, Chicago, IL 60670, United States","Our privacy policy provides users the ability to request a review, update/change to or opt-out from the sale or use of personal information via email (privacy@hellofyllo.com) or by clicking on an opt out link within the body of our privacy policy found here: https://hellofyllo.com/privacy-policy/","Our privacy policy enables a user to request the deletion of their information by sending an email to privacy@hellofyllo.com","Fyllo collects information in three ways: information you give to us, information that we gather from your use of our Service, and information obtained from third parties, each as more specifically described below. The information we collect is comprised of both “Personal Information” and “Non-Personal Information.” Information collected through use of our Services includes: Location information such as your geolocation when you use our Services from a mobile device and/or mobile application. We also may ask you to manually provide precise location information or to enable your mobile device to send us precise location information. Device information such as your hardware model, operating system, operating system version, mobile device type, unique identifiers from your computer or mobile device, application download information, and/or IP address. Computer or browser information such as your system activity, the domain name of the web site from which you linked to our Services, the time and duration of your use of our Services and any queries, browser type, and browser language. Where the law permits, we may also obtain information from other sources and combine that with information we collect through our Services. For example, we might obtain information from data providers and advertising service providers, including assumed demographics and interests, and data about your engagement with certain ads. The information we obtain from these sources is always de-identified prior to our receipt of such information.","07/14/2020"
"Speedeon Data LLC","privacy [at] speedeondata.com","https://www.speedeondata.com/","5875 Landerbrook Dr., Suite 130, Cleveland, OH 44124, United States","To opt out of the sale of personal information or submit other CCPA requests, consumers may visit https://www.speedeondata.com/privacy-policy/opt-out-deletion-request/ or https://www.speedeondata.com/privacy-policy.","To request deletion of personal information, please visit the https://www.speedeondata.com/privacy-policy/opt-out-deletion-request/ or https://www.speedeondata.com/privacy-policy.","","08/04/2020"
"Tandem Marketing, LLC","info [at] tandemmarketingnv.com","https://www.fhamortgagefinder.com/","1550 W Horizon Ridge Pkwy R Suite #R 610, Henderson, NV 89012, United States","Web form (sent to info@tandemmarketing.com), by phone, or by mail","Web form (sent to info@tandemmarketing.com), by phone, or by mail","","07/22/2020"
"Civis Analytics, Inc.","dataprotection [at] civisanalytics.com","https://www.civisanalytics.com/","200 W Monroe St, STE 2200, Chicago, IL 60606, United States","If you are a California resident and would like to exercise one of your rights, please contact Civis at dataprotection@civisanalytics.com or dial (312) 985-0173 and please include one of the following in your request, “Request to Know,” or “Request to Opt-Out” in the subject line of the email communication or in the context of the voicemail message, and provide all of the following information in the body of the email or in the content of the voicemail message: (i) first name, (ii) last name, (iii) email address, and (iv) address, city, state (must be California) and zip code. California law requires us to verify the requests we receive from you when you exercise certain rights listed above, which may include sending you a letter containing your personal data and verification token to the California address you provide. We (or third parties we engage to assist us) may ask you to provide certain information to us in order for us to verify the request. ","If you are a California resident and would like to exercise your right to “Request to Delete”, please contact Civis at dataprotection@civisanalytics.com or dial (312) 985-0173 and please include the following in your request, “Request to Delete” in the subject line of the email communication or in the context of the voicemail message, and provide all of the following information in the body of the email or in the content of the voicemail message: (i) first name, (ii) last name, (iii) email address, and (iv) address, city, state (must be California) and zip code. California law requires us to verify the requests we receive from you when you exercise certain rights listed above, which may include sending you a letter containing your personal data and verification token to the California address you provide. We (or third parties we engage to assist us) may ask you to provide certain information to us in order for us to verify the request. For Requests to Delete, we will confirm your request prior to deletion.","https://www.civisanalytics.com/privacy_policy/","07/27/2020"
"Free Stream Media Corp. DBA Samba TV","privacy [at] samba.tv","https://samba.tv","118 King St. Suite 100, San Francisco, CA 94107, United States","California consumer's may exercise their CCPA rights by emailing privacy@samba.tv or completing an online form. Links to the form and detailed information about our data collection practices are included in our privacy policy: https://samba.tv/users/privacy-policy/. Consumers may also click the ""Do not sell my info link"" in the footer of our website, Samba.tv.","California consumers may request that we delete any personal information that we hold about them by contacting us directly via email, webform, or postal mail., , Email:, privacy@samba.tv, , Webform:, https://privacyportal.onetrust.com/webform/87c5ee85-893d-4972-ba26-2e82b743d041/d84d9664-facb-4de3-85fd-a2e339b73dbf, , Postal:, Free Stream Media Corp., 118 King St. Suite 100, San Francisco, CA 94107","Our Privacy Principles, , We understand that your data belongs to you and no one else. At the heart of all Samba TV’s products and services is our commitment to protecting your data and giving you complete control over its use. This is why we handle your data with the same care we would expect our own data to be handled by adhering to the following principles:, , Your Choice, Always. Samba TV’s relationship with the consumer starts with a clear-cut choice to use our services (or not), and flexible controls to change or tailor this choice at any time., , Transparency is Key. We are boldly transparent about how Samba TV and the consumer both benefit when you choose to opt in to our services., , Enabling the Perfect TV Experience. We only collect information that is necessary to enhance and improve your TV experience. As a result, we offer our products and services without requiring that consumers provide us with their name, phone number, home, email or work address., , We Protect your Data. Once a consumer has entrusted us with their data, we actively defend it with appropriate safeguards.","07/28/2020"
"Zeta Global","privacy [at] zetaglobal.com","http://www.zetaglobal.com","3 Park Ave., 33rd Floor, New York, NY 10016-4325, United States","For deterministic (fully identifiable) data, a request can be made here: https://privacyportal-cdn.onetrust.com/dsarwebform/bc2d3301-11a5-4de5-b15e-ce796187a352/d0720d0f-d427-4a7d-a773-5d6793229f15.html, For programmatic data (which is maintained in a pseudonymous format), this tool enables individuals to exercise CCPA rights: https://zetaglobal.com/rights-request/ ","For deterministic (fully identifiable) data, a request can be made here: https://privacyportal-cdn.onetrust.com/dsarwebform/bc2d3301-11a5-4de5-b15e-ce796187a352/d0720d0f-d427-4a7d-a773-5d6793229f15.html, For programmatic data (which is maintained in a pseudonymous format), this tool enables individuals to exercise CCPA rights: https://zetaglobal.com/rights-request/ ","The Zeta privacy policy is available here: https://zetaglobal.com/privacy-policy/","07/28/2020"
"Valassis Communications, Inc. ","privacy [at] valassis.com","https://www.valassis.com/","19975 Victor Parkway, Livonia, MI 48152, United States","To opt out of sale, CA consumers can fill out this form:  https://www.valassis.com/do-not-sell-my-personal-information/, To submit requests for other CCPA consumer rights, CA consumers can fill out this form:  https://www.valassis.com/privacy-request/, For additional information, please see our Privacy Policy:  https://www.valassis.com/legal/privacy-policy, ","We do not post consumer information online, but CA consumers can always request that we delete their personal information by filling out this form: https://www.valassis.com/privacy-request/","For additional information about our data collection practices, please review our Privacy Policy:  https://www.valassis.com/legal/privacy-policy","08/04/2020"
"BIDSWITCH GmbH","privacy [at] bidswitch.net","http://www.bidswitch.com","Bahnhofstrasse 28, Postfach 7563, 6302 Zug, Switzerland","Please visit our Privacy Policy, specifically the section ""Your Data Subject Rights""., https://www.bidswitch.com/privacy-policy/#rights","Please visit our Privacy Policy, specifically the section ""Your Data Subject Rights""., https://www.bidswitch.com/privacy-policy/#rights","Please visit our Privacy Policy to learn more about how we collect and use personal information., https://www.bidswitch.com/privacy-policy/","08/25/2020"
"The MediaGrid Inc.","privacy [at] themediagrid.net","http://www.themediagrid.com","625 Broadway, 10th Floor, New York, NY 10012, United States","Please visit our Privacy Policy, specifically the section ""Your Data Subject Rights""., https://www.themediagrid.com/privacy-policy#rights, ","Please visit our Privacy Policy, specifically the section ""Your Data Subject Rights""., https://www.themediagrid.com/privacy-policy#rights, ","Please visit our Privacy Policy to learn more about how we collect and use personal information. https://www.themediagrid.com/privacy-policy","08/25/2020"
"Cadent, LLC","privacy [at] cadent.tv","https://www.cadent.tv","1675 Broadway 22nd Floor, New York, NY 10019, United States","https://cadent.tv/privacy-policy","https://cadent.tv/privacy-policy","https://cadent.tv/privacy-policy","08/24/2020"
"LeadLoft Inc.","privacy [at] leadloft.com","https://www.leadloft.com/","4712 Admiralty Way #1116, Marina Del Rey, CA 90292, United States","Consumers can opt out of sale or submit requests by visiting https://www.leadloft.com/user-agreements/personal-data and completing the online form.","Consumers can request deletion by visiting https://www.leadloft.com/user-agreements/personal-data and completing the online form, or contacting LeadLoft at privacy@leadloft.com.","Please see LeadLoft's Privacy Policy online at https://www.leadloft.com/user-agreements/privacy-policy for more information on data collecting practices.","08/12/2020"
"Kochava Inc.","legal [at] kochava.com","https://www.kochava.com","201 Church Street, Sandpoint, ID 83864, United States","https://www.kochava.com/support-privacy/#kochava-collective","","","08/04/2020"
"Tutela Technologies Ltd.","data.protection.officer [at] tutela.com","https://www.tutela.com/","838 Fort Street, 320, Victoria, BC V8W 1H8, Canada","To opt out of sale, or submit any other request under the CCPA, California residents or their Authorized Agents may use the webform available at: https://www.tutela.com/opt-out","Not applicable, ","Tutela is a world leader in improving wireless networks based on users’ perspective of performance., , We typically use data to identify areas where there are poor WiFi or cellular signals so that wireless carriers can fix their network issues and improve performance for their subscribers. , , For further information about Tutela’s data practices please see the Tutela Privacy Charter available at: https://tute.la/privacy","08/24/2020"
"Deeptrace Inc.","privacy [at] coresignal.com","https://coresignal.com/","630 Third Ave. Suite 1502, New York, NY 10017, United States","A consumer may opt out of the sale of their personal information by submitting an online request at https://coresignal.com/opt-out. , , Consumer may also opt out of sale or submit their requests by contacting us at privacy@coresignal.com., ","We do not post information online for public view, but if a protected individual opts out, the data is not being used anymore and is deleted., , Protected individuals may also submit their requests by contacting us at privacy@coresignal.com., ","For more information on data collecting practices and how consumers may exercise their rights, please see our Privacy Policy at https://coresignal.com/privacy-policy.","08/04/2020"
"Reality Media, Inc.","cform [at] realitymediainc.com","https://www.realitydebtsolutions.com/","1914 E. 9400 S. #201, Sandy, UT 84093, United States","To opt out, please contact us at: cform@realitymediainc.com., , For all requests you must indicate the following in the subject line: “CCPA Opt-Out”. In your email, please include the original information you provided including: 1) your name, 2) phone number, 3) email address, 4) city, state, and zip code.","To opt out, please contact us at: cform@realitymediainc.com., , For all requests you must indicate the following in the subject line: “CCPA Opt-Out”. In your email, please include the original information you provided including: 1) your name, 2) phone number, 3) email address, 4) city, state, and zip code.","","08/04/2020"
"Midnight Oil Marketing Group Inc","support [at] midnightoil.marketing","http://midnightoil.marketing","3663 Garrison St, San Diego, CA 92106, United States","Users are able to submit a request using the following forms: , , https://www.midnightoil.marketing/opt-out, ","An individual may demand deletion of information using this form:, , https://www.midnightoil.marketing/remove-my-data","https://www.midnightoil.marketing/copy-of-privacy-policy, https://www.midnightoil.marketing/terms","08/10/2020"
"Vertify, Inc","legal [at] vertify.com","http://www.vertify.com","2301 E RIVERSIDE DR STE 200, Austin, TX 78741, United States","Via Email or website formfill","N/A. We do not post information online ","","08/31/2020"
"VRTCAL Markets, Inc.","privacy [at] vrtcal.com","https://vrtcal.com","351 Paseo Nuevo, Santa Barbara, CA 93108, United States","Our Opt-Out service is located at https://vrtcal.com/opt-out/.  These are our published instructions for requests.  California Resident Rights – CCPA. If you are a resident of the State of California, you have the right to know what type of Personal Information we process, the categories of sources from which we obtain Personal Information, and the third parties with whom we share Personal Information which are described in Section A “Information We Receive.” You also have the right to request what information we process and how we use and disclose it. If you would like to exercise this right, please see our Subject Access Request Policy for instructions on how to do so: https://vrtcal.com/docs/subjectaccess-request-policy.pdf. Please note that because most of the information we receive can only identify a particular browser or device, and cannot identify you individually, we require you to provide us with some additional information to ensure that we provide you with accurate information. Our Privacy Policy Advertising is: https://vrtcal.com/docs/PrivacyPolicy-Advertising.pdf","We do not have access to home address or telephone number of any individuals in our advertising transactions.","","08/20/2020"
"Diligent Corporation","Privacy [at] Diligent.com","http://Diligent.com","111 West 33rd Street, 16th Floor, New York, NY 10120, United States","https://diligent.com/ccpa","Our Data Protection Officer can be contacted at: privacy@diligent.com.","","09/21/2020"
"Growbots Inc.","privacy [at] growbots.com","http://growbots.com","1015 Fillmore St. PMB 18339, San Francisco, CA 94115, United States","A consumer may submit requests under the CCPA to opt out of sale by filling up the form: https://www.growbots.com/do-not-sell-my-info/ and verifying the email. The form is also accessible in the ""Do Not Sell My Information"" section at Growbots' website","An individual can contact us at privacy@growbots.com. If individual wishes to request deleting all information (including email), we will not be able to keep a record of the opt-out preference and may add this information to our database again.","Comprehensive information in this respect is available in our Privacy Policy (https://www.growbots.com/privacy/).","09/21/2020"
